2024-07-22 11:10:03,599 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-07-22 11:10:03,614 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-07-22 11:10:03,614 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-07-22 11:10:03,614 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-07-22 11:10:03,614 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-07-22 11:10:03,614 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-07-22 11:10:03,614 INFO  SwAddin.cs: 201 - Setting up command manager
2024-07-22 11:10:03,614 INFO  SwAddin.cs: 204 - Adding command manager
2024-07-22 11:10:03,630 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-07-22 11:10:03,646 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-07-22 11:10:03,646 INFO  SwAddin.cs: 210 - Adding event handlers
2024-07-22 11:10:03,739 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-07-22 11:12:08,798 INFO  SwAddin.cs: 294 - Assembly export called for file GimbalModelAssembly.SLDASM
2024-07-22 11:12:11,173 INFO  SwAddin.cs: 313 - Saving assembly
2024-07-22 11:12:11,298 INFO  SwAddin.cs: 316 - Opening property manager
2024-07-22 11:12:11,313 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from GimbalModelAssembly.SLDASM
2024-07-22 11:12:11,329 INFO  ExportHelperExtension.cs: 1136 - Found 41 in GimbalModelAssembly.SLDASM
2024-07-22 11:12:11,329 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in GimbalModelAssembly.SLDASM
2024-07-22 11:12:11,329 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-07-22 11:12:11,329 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2024-07-22 11:12:11,329 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from BalanceAssembly-1
2024-07-22 11:12:11,329 INFO  ExportHelperExtension.cs: 1136 - Found 27 in BalanceAssembly-1
2024-07-22 11:12:11,329 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in BalanceAssembly-1
2024-07-22 11:12:11,329 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from GimbalYawLink-1
2024-07-22 11:12:11,329 INFO  ExportHelperExtension.cs: 1136 - Found 38 in GimbalYawLink-1
2024-07-22 11:12:11,329 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in GimbalYawLink-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from GimbalBaseLink-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1136 - Found 39 in GimbalBaseLink-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in GimbalBaseLink-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from GimbalRollLink-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1136 - Found 87 in GimbalRollLink-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in GimbalRollLink-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from BFS-PGE-16S2-CS.step-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1136 - Found 36 in BFS-PGE-16S2-CS.step-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in BFS-PGE-16S2-CS.step-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from GimbalPitchLink-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1136 - Found 35 in GimbalPitchLink-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in GimbalPitchLink-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from GimbalModelAssembly.SLDASM
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1136 - Found 41 in GimbalModelAssembly.SLDASM
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in GimbalModelAssembly.SLDASM
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from BalanceAssembly-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1136 - Found 27 in BalanceAssembly-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in BalanceAssembly-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from GimbalYawLink-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1136 - Found 38 in GimbalYawLink-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in GimbalYawLink-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from GimbalBaseLink-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1136 - Found 39 in GimbalBaseLink-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in GimbalBaseLink-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from GimbalRollLink-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1136 - Found 87 in GimbalRollLink-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in GimbalRollLink-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from BFS-PGE-16S2-CS.step-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1136 - Found 36 in BFS-PGE-16S2-CS.step-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in BFS-PGE-16S2-CS.step-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from GimbalPitchLink-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1136 - Found 35 in GimbalPitchLink-1
2024-07-22 11:12:11,344 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in GimbalPitchLink-1
2024-07-22 11:12:11,673 INFO  SwAddin.cs: 339 - Loading config tree
2024-07-22 11:12:11,688 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2024-07-22 11:12:11,688 INFO  SwAddin.cs: 344 - Showing property manager
2024-07-22 11:12:41,783 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-22 11:12:45,493 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2024-07-22 11:12:45,587 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-07-22 11:12:58,862 INFO  SwAddin.cs: 294 - Assembly export called for file GimbalModelAssembly.SLDASM
2024-07-22 11:12:58,862 INFO  SwAddin.cs: 299 - Save is required
2024-07-22 11:12:58,862 INFO  SwAddin.cs: 313 - Saving assembly
2024-07-22 11:12:59,049 INFO  SwAddin.cs: 316 - Opening property manager
2024-07-22 11:12:59,049 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from GimbalModelAssembly.SLDASM
2024-07-22 11:12:59,049 INFO  ExportHelperExtension.cs: 1136 - Found 41 in GimbalModelAssembly.SLDASM
